Kompakt-Sylinder
t	x	y	θ_{r}	v
0.009999999999999998	0.04298055613391172	0.52688603650741	1.4894018790105508	
0.019999999999999997	0.043089834603436517	0.5268485167514134	1.4891900636842197	0.010246666978666323
0.029999999999999992	0.04317607735273732	0.5268246432939607	1.4890237691177324	0.016788041848859733
0.04000000000000005	0.04342546207939324	0.5268390543505257	1.488555811762736	0.015378765051087387
0.050000000000000044	0.043483630988068844	0.5268209926511418	1.4884433361109337	0.008752222105671635
0.059999999999999984	0.043600393254204395	0.5268453504440741	1.4882270045927952	0.026332492787540077
0.06999999999999998	0.04401018915857524	0.5268111659713723	1.487449132512154	0.03985202014139051
0.07999999999999999	0.044397245665166896	0.5268280403636801	1.486722233679346	0.04140554283249143
0.08999999999999998	0.04483708192548441	0.5268560652245369	1.4858977973881624	0.04290351902495879
0.10000000000000003	0.045254940021145496	0.5268534405529016	1.4851100121717111	0.04518434191051409
0.11000000000000003	0.045739984949739965	0.5268184350458938	1.484190456661757	0.03623824759317797
0.12000000000000002	0.04597933717742375	0.526830353859207	1.4837414978860899	0.026911013381938246
0.12999999999999998	0.046278020341989246	0.5268325408313845	1.4831792294676334	0.05281199630558734
0.13999999999999996	0.047035540138708365	0.5268391904923934	1.4817536613539555	0.06518927421595815
0.14999999999999997	0.0475801333160738	0.5267665227138556	1.4807158728315197	0.054672205953651735
0.15999999999999998	0.04812624044289493	0.5267617767469546	1.479686826355466	0.05708793405910226
0.16999999999999998	0.04872178077428668	0.5267824590625815	1.478569332518005	0.07116182576950664
0.17999999999999997	0.04954942638348092	0.5267737749659163	1.4770102135184078	0.07231422572224636
0.18999999999999997	0.05016797805189821	0.526766574134121	1.4758451229570932	0.0693466701235333
0.20000000000000007	0.050935551822194114	0.5267264407178368	1.474393978853103	0.07169506995171714
0.21000000000000005	0.051601720655857886	0.5267452347868161	1.4731445768475315	0.08358583684613814
0.22000000000000006	0.05260664691456041	0.526680855185295	1.4712431730971172	0.09742816599203308
0.22999999999999995	0.053544558882579474	0.5265959744899588	1.4694640594880766	0.08771403507590135
0.23999999999999994	0.05435984692786833	0.5266192882050571	1.4679364413059615	0.08817882556359774
0.24999999999999994	0.05530413606561757	0.5267146768405757	1.466181368628885	0.10092381369948347
0.25999999999999995	0.05637748509929241	0.5266774489983093	1.4641587202695676	0.09737042411071518
0.26999999999999996	0.05724915144204301	0.526618162685817	1.4625106342364815	0.09675483472522585
0.2799999999999999	0.05831167784071545	0.526618308013292	1.4605170243480547	0.11076735003509683
0.2899999999999999	0.05946408777141177	0.5265755083734769	1.4583466673902128	0.10762840291111724
0.29999999999999993	0.06045674593701722	0.5264387749870622	1.4564562451926315	0.13240712674443408
0.30999999999999994	0.062109852070061256	0.5264633024864714	1.4533634860133893	0.1402721447386391
0.32000000000000006	0.06326048932950645	0.5263411388006134	1.451180948947185	0.12984276696145913
0.33000000000000007	0.06470610082401307	0.5264071770868131	1.448489609369869	0.14028528519190722
0.3400000000000001	0.06606484391334055	0.5264282012189048	1.445952599439958	0.14027075263661098
0.35000000000000003	0.0675076220849602	0.5262594197094761	1.4432148585260682	0.15300624855474954
0.35999999999999993	0.06910891393450402	0.526115147637273	1.4401870950447022	0.16276549716746938
0.36999999999999994	0.0707001143078998	0.5256229951391304	1.4370915408055973	0.1576786186012465
