mass_A
t	x	y	v	θ_{r}
0.0	0.3621328177478943	0.39323624994709994		0.8265513860388912
0.009999999999999912	0.362343034957999	0.39374826619146486	0.08310780595989622	0.8269105959423774
0.019999999999999823	0.3633782070033228	0.3921354463465198	0.17922790759270382	0.8234429603436537
0.02999999999999973	0.36456731390738073	0.3909372805459375	0.1639367604793899	0.8202877802691763
0.03999999999999965	0.36589395774384625	0.39003280448777483	0.25664558829951367	0.817320101010483
0.04999999999999982	0.36808309387689864	0.38719748450826674	0.17887840591897233	0.8107004311412814
0.059999999999999734	0.36809242099404693	0.38721043793129034	0.18036098315188537	0.810704483127618
0.06999999999999991	0.3703014395956735	0.38435302041649144	0.25749871613171216	0.8040158990735128
0.07999999999999984	0.371757032272637	0.3835920322463757	0.24787533716987123	0.8010651340708269
0.08999999999999975	0.37417088471573823	0.38125394513930977	0.4528871155734333	0.7947741497130063
0.09999999999999992	0.3776547667233434	0.37671748323353704	0.42662317544945816	0.7841556958921058
0.10999999999999983	0.3800303182261655	0.3750515284756928	0.13965103030426243	0.7788045502416958
0.11999999999999975	0.3801573075793857	0.3754772198059314	0.2586490808829741	0.7792046561373939
0.12999999999999967	0.38351424451138305	0.3712276565563142	0.5519482089824904	0.7691204097103823
0.13999999999999982	0.38721986596118296	0.3669931760022198	0.5369012559386256	0.7585863187582306
0.15000000000000002	0.39083947503400485	0.3633761483418471	0.515655204690135	0.7490011470949718
0.15999999999999995	0.3944293260537012	0.3596186386456124	0.6297170410085643	0.7392658337244706
0.16999999999999982	0.39925214464530845	0.35400361342829895	0.3730957926624208	0.7253996540487291
0.17999999999999974	0.3992386224376092	0.3539133028542073	0.3865312176388437	0.7252898135282899
0.18999999999999967	0.40401565936660444	0.34791497808170924	0.7736763309955702	0.7109272875880494
0.19999999999999984	0.4086893556179829	0.3416612145256613	0.7550106601860384	0.6963055383774692
0.20999999999999974	0.41363693540620505	0.3362767872357215	0.706726546445743	0.6826030422083341
0.21999999999999995	0.41843969145261295	0.33142813504329716	0.733097452623566	0.6698789198772239
0.22999999999999987	0.42336994601800904	0.32531132990609873	0.39353311119474743	0.6551643698656288
0.23999999999999977	0.42329776618696247	0.32523568530848934	0.421969580394603	0.6551343898639109
0.24999999999999994	0.42813073040999106	0.3183429540060471	1.0388043865971794	0.6393698628404966
0.25999999999999984	0.4338388068672062	0.30733226991301615	1.1265690730239222	0.6163426476491743
0.2699999999999998	0.4385546884095337	0.29836786326429193	1.1423312963267358	0.5974115577047959
0.27999999999999964	0.4457635071570535	0.28784458561691995	1.159079980930949	0.5733703208727392
0.28999999999999987	0.45181759263580445	0.2793551850636088	0.5182129440329545	0.5537610073525138
0.30000000000000004	0.4518191731173268	0.27943347558774356	0.6849427204095374	0.553884789745669
0.30999999999999994	0.4590120641670521	0.26769764709528654	1.3961043916604026	0.527977905309105
0.3199999999999999	0.465987002845204	0.2553728108054219	1.377883233877765	0.5013260996796959
0.3299999999999998	0.4720809541075768	0.24343596953162616	1.393154420516183	0.4761015048298116
0.33999999999999964	0.4781258004239879	0.23029291269751878	1.5008381883303932	0.44886628610198576
0.34999999999999987	0.48412442268921874	0.21594122509667368	0.773501046875182	0.41955999036489466
0.35999999999999976	0.4841184112232868	0.21603071919108618	0.9522498105682938	0.4197187827868614
0.36999999999999994	0.49117095080047024	0.1982477708757397	1.848966479827671	0.3836255325463165
0.3799999999999999	0.49722622347582246	0.18145245903585538		0.3499125390004698
