kompakt_kule
t	x	y	θ_{r}	v
0.0	0.3755274777811203	0.36843190989545144	0.7758608783456882	
0.009999999999999884	0.3758063414190733	0.36810741088849014	0.7750493082297742	0.07250613725475423
0.019999999999999882	0.3765324056358961	0.3673864549789019	0.7731044975406368	0.12789916820013117
0.02999999999999988	0.3775409655562353	0.36622742206052084	0.7701882254151287	0.17035421571412512
0.039999999999999876	0.3788720617526572	0.3649097166439274	0.7666282690690208	0.19625095986061708
0.04999999999999987	0.3802542951828921	0.36339129476514215	0.7627259238502475	0.22713702305621822
0.05999999999999987	0.3817786979375659	0.361418591182745	0.75800972171262	0.2703839705877163
0.06999999999999987	0.3836348643895061	0.3591705426450095	0.7524750294950717	0.3049613736056588
0.07999999999999988	0.38574531632580333	0.35678539419592514	0.746416271894918	0.32814160202000725
0.08999999999999987	0.3880514225627473	0.35431618601483905	0.7399866404593676	0.35724895010586
0.09999999999999998	0.3907802940638252	0.3517159046636033	0.7328343857277121	0.41737896403800645
0.10999999999999997	0.39370218221829567	0.3481720021663688	0.7241032070932403	0.4698461783270416
0.11999999999999997	0.3970966832302484	0.34475850569461336	0.7149644703612399	0.5182159868827808
0.12999999999999998	0.4008564402089747	0.3406729544783511	0.7044143750303375	0.5447836141798922
0.13999999999999985	0.40468443892314077	0.3369391938286919	0.6943037716255559	0.5660628102739811
0.14999999999999986	0.4089286160663702	0.3327350190416403	0.6830239529508975	0.6575867708493278
0.15999999999999986	0.41410484409994	0.3277618243372007	0.6695332760762986	0.7301738751650733
0.16999999999999985	0.4192535451789974	0.322407512372136	0.6555529310635586	0.8046303012683559
0.17999999999999985	0.42515098023594966	0.3160590535049395	0.6392664592333596	0.9018285981376182
0.18999999999999986	0.4314032462199655	0.30907699502348657	0.6216782774106234	0.9715235713038685
0.19999999999999982	0.4376680442360339	0.3011974812914285	0.6027537360675849	1.0481323781011225
0.20999999999999983	0.44410226961311616	0.2923986438558868	0.5822603558099501	1.0842601430641332
0.21999999999999983	0.4504296373962374	0.2836649468725708	0.5620186971551527	1.119611778622289
0.22999999999999995	0.45662772019517384	0.27383725108356655	0.5401950288884735	1.1870167072052766
0.23999999999999994	0.4624258911262117	0.26317852791464	0.5174084939744265	1.2289177024486875
0.24999999999999994	0.46768196538022644	0.25188504957334334	0.4940346853937703	1.2715787222072157
0.25999999999999995	0.4735075680089649	0.24028832441676112	0.46960143422879863	1.3285226011022437
0.26999999999999985	0.4796257077422832	0.22815035052227906	0.4440063992011742	1.3972595589904966
0.2799999999999998	0.48570989520712615	0.2151479799277704	0.41698048749502403	1.4672063560596398
0.2899999999999998	0.49173242488586055	0.2014201205099853	0.3887660995436202	1.5444619825661752
0.2999999999999998	0.4976505656470711	0.18665999095554703	0.3588429489244637	1.6520268765547046
0.30999999999999983	0.5043436214343622	0.1708810497651394	0.3266792330216446	1.7579710658804817
0.31999999999999984	0.5112506717002427	0.15423743672655899	0.29300334273874706	1.85132412724387
0.32999999999999985	0.5182385321922942	0.1365606205039076	0.25765223794219444	
